code,manufacturer,description_ko,description_en,summary_ko,summary_en,tts_phrase
P0128,AUDI,"엔진 센서모듈스탯 고장, 엔진 냉각수 온도 센서 고장, 흡기 공기온도 센서 고장, 냉각 시스템 오작동, 엔진 냉각수가 부족하거나 더러워 잘못된 냉각수 온도 센서 값이 감지됩니다. 또한 항상 작동하는 엔진 냉각 팬의 문제가 발생했습니다.","Defective Engine Thermostat, Defective Engine Coolant Temperature Sensor, Defective Intake Air Temperature Sensor, Defective Cooling System, Low Engine Coolant, Dirty Engine Coolant causing incorrect Coolant Temperature Sensor readings, Defective/always running Engine Cooling fan(s)",냉각 시스템 오류,"Defective Engine Thermostat, Defective Engine Cool...","엔진 센서모듈스탯, 엔진 냉각수 온도 센서 및 흡기 공기온도 센서가 고장났습니다. 또한 냉각 시스템이 정상 작동하지 않으며, 엔진 냉각수가 부족하거나 더러워 잘못된 값을 감지합니다. 항상 작동하는 엔진 냉각 팬 문제도 있습니다."
P0135,AUDI,"산소 센서 또는 공기 연료 혼합비 센서 결함, 히터 회로 문제, 배기 시스템 누설, 흡기 시스템 누설, 연료 압력이 낮음, 엔진 냉각수 온도 센서 결함, 센서 연결선 또는 회로 문제가 있음, PCM 소프트웨어가 업데이트 필요, PCM 장치 결함","Defective Oxygen Sensor/Air Fuel Ratio Sensor, defective Oxygen Sensor/Air Fuel Ratio Sensor Heater Circuit, Exhaust System Leak, Intake Air System leak, Low Fuel Pressure, Defective Engine Coolant Temperature Sensor, Defective sensor wiring and or circuit problem, PCM software needs to be updated, Defective PCM",센서 결함 및 누설,"Defective Oxygen Sensor/Air Fuel Ratio Sensor, def...","산소 센서나 공기 연료 혼합비 센서에 문제가 발생했어요. 또한 히터 회로도 이상이 있어요. 배기 시스템과 흡기 시스템에센서 누설이 있고, 연료 압력도 낮아요. 엔진 냉각수 온도 센서에도 문제가 있어요. 센서 연결선이나 회로에 이상이 있는 것으로 보이고, PCM 소프트웨어가 업데이트가 필요해요. 그리고 PCM 장치도 문제를 일으키고 있네요."
P0171,AUDI,"제어 모듈 소프트웨어 업데이트가 필요하고 진공 누출이 발생할 수 있습니다 (흡기 매니폴드 뱅크, 진공 호스, PVC 호스 등). 또한 공기 유닛량 센서와 연료 필터의 막힘 또는 펌프 효율 저하, 연료 인젝터의 막힘이나 오염이 발생할 수 있습니다.","Control module software needs to be updated, Vacuum leaks (intake manifold gaskets, vacuum hoses, PCV hoses, etc.), Mass air flow sensor, Plugged fuel filter or weak fuel pump, Plugged or dirty fuel injectors",제어 모듈 업데이트,"Control module software needs to be updated, Vacuu...","제어 모듈 소프트웨어 업데이트가 필요하고 진공 누출이 있을 수 있어요. 예를 들어 흡기 매니폴드 뱅크, 진공 호스, PVC 호스 등이 관련될 수 있습니다. 또한 공기 유닛량 센서와 연료 필터의 막힘 또는 연료 펌프 효율 저하, 연료 인젝터의 막힘이나 오염도 확인해 보세요."
P0174,AUDI,"PCM 소프트웨어가 업데이트 필요하며, 진공 누설(흡기 매니폴드 패킹, 진공 호스, PCV 호스 등), 고장된 공기 유닛량(MAF) 센서, 막힌 연료 필터 또는 약한 연료 펌프, 막히거나 더러운 연료 인젝터가 발생했습니다.",PCM 업데이트 필요,"PCM 소프트웨어를 업데이트해야 하고 진공 누설이 있을 수 있습니다. 또한 MAF 센서의 고장이나 연료 필터나 펌프 문제, 연료 인젝터의 막힘 또는 더러움을 확인해 주세요.",,
P0200,AUDI,"연료 인젝터 결함, 손상되거나 부식된 연료 인젝터, 배선 및 연결부 고장 또는 엉킴, 연료 인젝터 막힘, 연료 인젝터 내부 퇴적물","Defective Fuel Injector, Faulty or corroded Fuel Injector, wiring, and or connections, Plugged Fuel Injector, Dirt in the Fuel Injector",연료 인젝터 문제,"Defective Fuel Injector, Faulty or corroded Fuel I...","연료 인젝터가 손상되었거나 부식되어 작동이 불량합니다. 또한 인젝터와 배선, 연결부의 문제가 있을 수 있습니다. 인젝터에 이물질이 들어간 경우도 확인해 주세요."
P0201,AUDI,"연료 인젝터 결함이 발생했습니다. 연료 인젝터가 손상되거나 부식되었거나, 인젝터의 케이블이나 연결부가 손상될 수 있습니다. 또한 연료 인젝터에 이물질이 들어갈 수 있습니다.","Defective Fuel Injector, Faulty or corroded Fuel Injector, wiring, and or connections, Plugged Fuel Injector, Dirt in the Fuel Injector",연료 인젝터 문제,"Defective Fuel Injector, Faulty or corroded Fuel I...","연료 인젝터 문제가 발생했습니다. 인젝터나 케이블, 연결 부품에 결함이 있을 수도 있고 이물질이 있으면 제거해 주세요."
P0202,AUDI,"연료 인젝터의 오작동 또는 연료 인젝터 드라이버 회로에센서 파워트레인 제어 모듈(PCM)의 오작동, 연료 인젝터 배선의 결함 및 연결 문제, 연료 인젝터 전원 회로의 고장이 발생했습니다.","Malfunction of the Fuel Injector, Malfunction of the PCM Fuel Injector driver circuit, Defective wiring/connections in the Fuel Injector wiring harness, Defective Fuel Injector power circuit(s)",연료 인젝터 문제,"Malfunction of the Fuel Injector, Malfunction of t...",연료 인젝터나 그 드라이버 회로가 잘 작동하지 않아 문제가 생겼습니다. 또한 연료 인젝터 배선이나 전원 회로에도 문제가 있을 수 있습니다.
P0203,AUDI,연료 인젝터 고장 또는 파워트레인 제어 모듈(PCM) 오작동 혹은 배선 문제입니다.,"Fuel injector failure, Powertrain Control Module (PCM) failure, Wiring issue",PCM/인젝터 고장,"Fuel injector failure, Powertrain Control Module (...","연료 인젝터나 파워트레인 제어 모듈이 문제가 생겼거나, 배선에 이상이 있습니다."
P0205,AUDI,"연료 인젝터 고장 또는 파워트레인 제어 모듈(PCM) 오작동, 배선 문제 발생했습니다.","Fuel injector failure, Powertrain Control Module (PCM) failure, Wiring issue",연료 인젝터 및 PCM 고장,"Fuel injector failure, Powertrain Control Module (...",연료 인젝터가 고장났거나 파워트레인 제어 모듈이 이상 작동하고 있습니다. 또한 배선 문제가 있을 수 있습니다.
P0300,AUDI,"화염 발생이 흩어진 것은 플러그의 경화, 점화 케이블 및 코일 문제, 분배 커버와 로터(적용 시), 잘못된 점화 타이밍, 진공 누출, 연료 압력 부족, EGR 시스템 기능 불량, 공기 유닛량 센서 또는 크랭크축 및 캠축 센서 결함, 스로틀 위치 센서 결함, 엔진의 기계적 문제(예: 압축력 부족, 라디에이터 부근에센서 누출되는 헤드 갭지, 또는 밸브 이상) 때문일 수 있습니다.",화염 발생,"화염 발생이 흩어진 원인으로는 플러그의 경화, 점화 케이블 및 코일 문제, 분배 커버와 로터가 포함될 수 있으며 잘못된 점화 타이밍, 진공 누출 또는 연료 압력 부족도 원인이 될 수 있습니다. 또한 EGR 시스템의 이상 기능과 공기 유닛량 센서, 크랭크축 및 캠축 센서가 결함을 내보일 수도 있습니다. 스로틀 위치 센서 결함이나 엔진의 기계적 문제, 예를 들어 압축력 부족 또는 헤드 갭지 누출이 있을 수 있습니다.",,
P0301,AUDI,"P0301 DTC 코드는 불량한 스파크 플러그, 점화 케이블, 코일(들), 분포터 캡 및 로터(적용 시), 잘못된 점화 타이밍, 진공 누설, 낮거나 약한 연료 압력, 부적절하게 작동하는 EGR 시스템, 불량한 공기 유닛량(MAF) 센서, 크랭크축 또는 캠축 센서의 결함, 스로틀 위치 센서의 결함, 기계적인 엔진 문제(예를 들어 낮은 압축, 헤드 갭시트 누설 또는 밸브 문제) 등을 의미합니다.",P0301,"P0301 DTC 코드는 스파크 플러그나 점화 케이블, 코일, 분포터, 로터가 불량한 경우, 잘못된 점화 타이밍, 진공 누설, 낮거나 약한 연료 압력 등 여러 문제가 있을 수 있습니다. 또한 EGR 시스템이나 공기 유닛량 센서, 크랭크 및 캠 샤프트 센서의 결함도 확인해보세요. 스로틀 위치 센서가 고장나거나 엔진이 기계적으로 문제가 있는 경우에도 이 코드가 발생할 수 있습니다.",,
P0302,AUDI,"P0302 DTC 코드는 스파크 플러그, 점화 케이블, 코일, 분배기 커버 및 로터(적용 시), 잘못된 점화 타이밍, 진공 누설, 낮은 연료 압력, EGR 시스템 작동 불량, 고장난 공기 유닛량 센서, 크랭크축 또는 캠축 센서 결함, 스로틀 위치 센서 결함 및 저압 상태의 실린더 등 엔진 기계적 문제를 나타냅니다.",P0302 코드,"P0302 코드는 스파크 플러그나 점화 케이블과 같은 부품들의 수명 연한, 잘못된 점화 타이밍, 진공 누설, 낮은 연료 압력, EGR 시스템 작동 문제, 공기 유닛량 센서 또는 크랭크 및 캠 샤프트 센서 결함, 스로틀 위치 센서 고장 등 다양한 요인들을 나타냅니다. 또한 엔진의 기계적 문제도 포함됩니다.",,
P0303,AUDI,"스パー크 플러그나 점화 케이블, 코일, 분배캡 및 로터(적용되는 경우)가 파손되었거나 잘못 설치된 상태입니다. 또한 제어 타이밍이 부정확하거나 진공 누출 문제가 발생했을 수 있습니다. 연료 압력이 낮거나 약할 수도 있으며 EGR 시스템이 비정상적으로 작동하는 문제도 있을 수 있습니다. 공기 유닛량 센서 또는 크랭크축 및 캠축 센서가 고장났을 가능성도 있고, 토크 위치 센서에도 문제가 발생했을 가능성이 있습니다. 마지막으로 메커니컬 엔진 문제로 인해 압축력이 낮거나, 헤드 깅켓 누수 또는 밸브 문제가 있을 수 있습니다.","Worn out spark plugs, ignition wires, coil(s), distributor cap and rotor (when applicable), Incorrect ignition timing, Vacuum leak(s), Low or weak fuel pressure, Improperly functioning EGR system, Defective Mass Air Flow Sensor, Defective Crankshaft and or Camshaft Sensor, Defective Throttle Position Sensor, Mechanical engine problems (i.e.—low compression, leaking head gasket(s), or valve problems)",엔진 문제,"Worn out spark plugs, ignition wires, coil(s), dis...","스パー크 플러그나 점화 케이블 등이 파손되었을 가능성이 있으며, 제어 타이밍이나 진공 누출 문제도 발생했을 수 있습니다. 연료 압력이 낮거나 EGR 시스템 문제가 있을 수도 있고, 공기 유닛량 센서 또는 토크 위치 센서가 고장났을 가능성도 있습니다. 메커니컬 엔진 문제로 인해 압축력이 낮거나 밸브 문제가 발생했을 수 있으니 점검 부탁드립니다."
P0304,AUDI,"스파크 플러그나 점화 케이블, 코일, 분배캡 및 로터(적용되는 경우)의 마모듈 또는 고장, 잘못된 점화 타이밍, 진공 누설, 낮은 연료 압력, 이상한 EGR 시스템 작동, 결함 있는 공기 유닛량 센서, 크랭크축 및 캠축 센서 결함, 스로틀 위치 센서의 결함, 기계적 엔진 문제(예: 낮은 압축, 헤드 갭지켓 누설 또는 밸브 이상)입니다.","Worn out spark plugs, ignition wires, coil(s), distributor cap and rotor (when applicable), Incorrect ignition timing, Vacuum leak(s), Low or weak fuel pressure, Improperly functioning EGR system, Defective Mass Air Flow Sensor, Defective Crankshaft and or Camshaft Sensor, Defective Throttle Position Sensor, Mechanical engine problems (i.e.—low compression, leaking head gasket(s), or valve problems)",엔진 이상,"Worn out spark plugs, ignition wires, coil(s), dis...","스파크 플러그나 점화 케이블, 코일, 분배캡 및 로터가 마모듈되거나 고장났습니다. 또한 잘못된 점화 타이밍, 진공 누설, 낮은 연료 압력, EGR 시스템의 이상한 작동, 공기 유닛량 센서와 크랭크축, 캠축 센서 결함, 스로틀 위치 센서 고장, 그리고 기계적 엔진 문제(예를 들어 낮은 압축력 또는 헤드 갭지켓 누설)가 있습니다."
P0401,AUDI,"EGR 통로의 제한이 발생했습니다. 이는 탄소 축적으로 인해 생깁니다. EGR 밸브가 고장났거나, EGR 밸브에 적절한 진공 또는 전기 신호가 제공되지 않았습니다. 또한 EGR 진공 공급 솔레노이드나 매니폴드 절대 압력 센서(MAP), 차등 EGR 압력 피드백 센서(DPFE), EGR 밸브 위치 센서(EVP), EGR 온도 센서로부터 제어 모듈로 적절한 피드백이 제공되지 않은 경우에도 이 문제가 발생할 수 있습니다.",EGR 문제,"EGR 통로에 탄소가 많이 쌓여 제한이 생겼습니다. EGR 밸브나 진공 공급 솔레노이드, 센서 중 하나 이상이 고장났거나 정상적으로 작동하지 않을 수 있습니다.",,
P0420,AUDI,촉매 컨버터 효율이 낮거나 전방 또는 후방 산소 센서가 결함이 있어 촉매 컨버터 작동이 불량할 수 있습니다. 또한 엔진 실화도 발생했을 수 있습니다.,"Inefficient Catalytic Converter(s), Defective Front or Rear Oxygen Sensor(s), Misfiring engines",촉매 컨버터 효율 낮음,"Inefficient Catalytic Converter(s), Defective Fron...","촉매 컨버터의 효율성이 낮거나 전방 또는 후방 산소 센서가 고장났습니다. 이로 인해 촉매 컨버터 작동이 불량할 가능성이 있으며, 엔진 실화도 발생했을 수 있습니다."
P0430,AUDI,촉매 컨버터 결함으로 인해 엔진 내부 손상이나 오일 소모듈 증가 또는 헤드askets 누출로 인하여 촉매 컨버터가 손상되었습니다.,"Defective Catalytic Converter, Internal engine damage resulting in high oil consumption and or a leaking Head Gasket has damaged the Catalytic Converter",촉매 컨버터 고장,"Defective Catalytic Converter, Internal engine dam...","촉매 컨버터에 문제가 발생했습니다. 이는 엔진 내부의 손상, 오일 소모듈 증가 또는 헤드리스켓 누설로 인해 발생한 것입니다."
P0440,AUDI,"연료캡이 없거나 파손된 경우, 연료탱크 채우 목 부분의 변형 또는 손상, 증발 시스템 호스의 찢어짐 또는 구멍, 연료탱크 보냄 유닛 가스킷이나 밀봉체의 결함, 탄소 캐니스터의 균열 또는 파손, 증발 배기 밸브와/또는 퍼지 밸브의 결함, 연료탱크의 손상","Missing fuel cap, Defective or damaged fuel cap, Distorted or damaged Fuel Tank Filler Neck, Torn or punctured Evaporative system hose(s), Defective Fuel Tank Sending Unit gasket or seal, Split or damaged Carbon Canister, Defective Evaporative Vent Valve and or Evaporative Purge Valve, Defective or damaged fuel tank",연료캡 결함,"Missing fuel cap, Defective or damaged fuel cap, D...","연료캡이 없거나 파손된 경우나, 연료탱크 채우 목 부분이 변형 또는 손상되었을 때. 증발 시스템 호스가 찢어졌거나 구멍이 생겼으며, 연료탱크 보냄 유닛 가스킷이나 밀봉체에 결함이 있습니다. 또한 탄소캐니스터가 균열 또는 파손된 상태입니다. 증발 배기 밸브와 퍼지 밸브도 문제가 발생했을 수 있으며, 연료탱크 자체에도 손상이 있을 수 있습니다."
